!! zhugs nyid	⟨!!⟩་ཞུགས་ཉིད
!!don du	⟨!!don⟩་དུ
!!lcags sgrog ma	⟨!!lcags⟩་སྒྲོག་མ
!!mdog dbyibs can	⟨!!mdog⟩་དབྱིབས་ཅན
!!mid par byed pa	⟨!!mid⟩་པར་བྱེད་པ
!!ming can	⟨!!ming⟩་ཅན
!!mtshon cha can	⟨!!mtshon⟩་ཆ་ཅན
!!ra bcas	⟨!!ra⟩་བཅས
!!rnam pa can	⟨!!rnam⟩་པ་ཅན
!!snod du gyur	⟨!!snod⟩་དུ་གྱུར
!!theg pa pa	⟨!!theg⟩་པ་པ
'am ci	འམ་ཅི
shes rab zil gyis mi non pa	ཤེས་རབ་ཟིལ་གྱིས་མི་ནོན་པ
shes rnam sgom pa	ཤེས་རྣམ་སྒོམ་པ
shes sam	ཤེས་སམ
shes sgrib	ཤེས་སྒྲིབ
shes sgrib kyi zag pa	ཤེས་སྒྲིབ་ཀྱི་ཟག་པ
shes sgrib lhan skyes sum cu rtsa drug	ཤེས་སྒྲིབ་ལྷན་སྐྱེས་སུམ་ཅུ་རྩ་དྲུག
shes spyod	ཤེས་སྤྱོད
shes yod nyid	ཤེས་ཡོད་ཉིད
shi 'pho ba dang skye ba mkhyen pa'i stobs	ཤི་འཕོ་བ་དང་སྐྱེ་བ་མཁྱེན་པའི་སྟོབས
shi 'phos nas	ཤི་འཕོས་ནས
shi ba	ཤི་བ
shi ba ma yin	ཤི་བ་མ་ཡིན
shi ba'i 'du byed	ཤི་བའི་འདུ་བྱེད
shi ba'i phyogs	ཤི་བའི་ཕྱོགས
shi ba'i sbyin sreg	ཤི་བའི་སྦྱིན་སྲེག
shi be ta ka	ཤི་བེ་ཏ་ཀ
shi gru'i	ཤི་གྲུའི
shi gyur pa	ཤི་གྱུར་པ
shi khi'i dbyangs	ཤི་ཁིའི་དབྱངས
shi ki ma	ཤི་ཀི་མ
shi kru	ཤི་ཀྲུ
shi lI mu kha	ཤི་ལཱི་མུ་ཁ
shi na'ang	ཤི་ནའང
shi nas ngan 'gror 'khyam tshul	ཤི་ནས་ངན་འགྲོར་འཁྱམ་ཚུལ
shi phos	ཤི་ཕོས
shi ri sha	ཤི་རི་ཤ
shi ti	ཤི་ཏི
shi zhig	ཤི་ཞིག
shi zhing	ཤི་ཞིང
shiShTa	ཤིཥྚ
shid	ཤིད
shig	ཤིག
shig shig	ཤིག་ཤིག
shigs	ཤིགས
shim bi rtse	ཤིམ་བི་རྩེ
shin sbyangs blo	ཤིན་སྦྱངས་བློ
shin tu 'bad pas	ཤིན་ཏུ་འབད་པས
shin tu 'byor	ཤིན་ཏུ་འབྱོར
shin tu 'byung ba	ཤིན་ཏུ་འབྱུང་བ
shin tu 'das nas	ཤིན་ཏུ་འདས་ནས
shin tu 'dul ba	ཤིན་ཏུ་འདུལ་བ
shin tu 'jam	ཤིན་ཏུ་འཇམ
shin tu 'jigs pa	ཤིན་ཏུ་འཇིགས་པ
shin tu 'jigs rung	ཤིན་ཏུ་འཇིགས་རུང
shin tu 'jug bya	ཤིན་ཏུ་འཇུག་བྱ
shin tu 'khyog pa	ཤིན་ཏུ་འཁྱོག་པ
shin tu 'phags pa min pa	ཤིན་ཏུ་འཕགས་པ་མིན་པ
shin tu 'thob pa	ཤིན་ཏུ་འཐོབ་པ
shin tu (yongs su) non pa	ཤིན་ཏུ་⟨(yongs⟩་⟨su)⟩་ནོན་པ
shin tu bab col	ཤིན་ཏུ་བབ་ཅོལ
shin tu bden	ཤིན་ཏུ་བདེན
shin tu bkra ba	ཤིན་ཏུ་བཀྲ་བ
shin tu brjod pa byed	ཤིན་ཏུ་བརྗོད་པ་བྱེད
shin tu brtan pa	ཤིན་ཏུ་བརྟན་པ
shin tu brtan par bya ba	ཤིན་ཏུ་བརྟན་པར་བྱ་བ
shin tu brtson par byed	ཤིན་ཏུ་བརྩོན་པར་བྱེད
shin tu bsags pa	ཤིན་ཏུ་བསགས་པ
shin tu bsdams pa	ཤིན་ཏུ་བསྡམས་པ
shin tu bsgoms	ཤིན་ཏུ་བསྒོམས
shin tu bsgrub pa	ཤིན་ཏུ་བསྒྲུབ་པ
shin tu bsgrubs	ཤིན་ཏུ་བསྒྲུབས
shin tu bsil ba	ཤིན་ཏུ་བསིལ་བ
shin tu bskor ba	ཤིན་ཏུ་བསྐོར་བ
shin tu bstan pa'i ye shes	ཤིན་ཏུ་བསྟན་པའི་ཡེ་ཤེས
shin tu bsten drags	ཤིན་ཏུ་བསྟེན་དྲགས
shin tu byams par gyur pa	ཤིན་ཏུ་བྱམས་པར་གྱུར་པ
shin tu byas pa	ཤིན་ཏུ་བྱས་པ
shin tu bzang	ཤིན་ཏུ་བཟང
shin tu bzang (po)	ཤིན་ཏུ་བཟང་⟨(po)⟩
shin tu bzla ba	ཤིན་ཏུ་བཟླ་བ
shin tu bzlog pa	ཤིན་ཏུ་བཟློག་པ
shin tu chad pa	ཤིན་ཏུ་ཆད་པ
shin tu chags ldan	ཤིན་ཏུ་ཆགས་ལྡན
shin tu che	ཤིན་ཏུ་ཆེ
shin tu che ba'i gnas thob ste	ཤིན་ཏུ་ཆེ་བའི་གནས་ཐོབ་སྟེ
shin tu che zhing	ཤིན་ཏུ་ཆེ་ཞིང
shin tu ches pa	ཤིན་ཏུ་ཆེས་པ
shin tu chung ba	ཤིན་ཏུ་ཆུང་བ
shin tu chung ba'i cha	ཤིན་ཏུ་ཆུང་བའི་ཆ
shin tu dag pa'i gnas	ཤིན་ཏུ་དག་པའི་གནས
shin tu dag par byas	ཤིན་ཏུ་དག་པར་བྱས
shin tu dag par ~~'o	ཤིན་ཏུ་དག་པར་⟨~~'o⟩
shin tu dam pa	ཤིན་ཏུ་དམ་པ
shin tu dbul	ཤིན་ཏུ་དབུལ
shin tu dga' ba	ཤིན་ཏུ་དགའ་བ
shin tu dges	ཤིན་ཏུ་དགེས
shin tu dka'	ཤིན་ཏུ་དཀའ
shin tu dka' ba'i las	ཤིན་ཏུ་དཀའ་བའི་ལས
shin tu dka' spyad	ཤིན་ཏུ་དཀའ་སྤྱད
shin tu dkar min	ཤིན་ཏུ་དཀར་མིན
shin tu dngar ba	ཤིན་ཏུ་དངར་བ
shin tu dogs pa	ཤིན་ཏུ་དོགས་པ
shin tu dpyad nas	ཤིན་ཏུ་དཔྱད་ནས
shin tu drag po	ཤིན་ཏུ་དྲག་པོ
shin tu drags gyur na	ཤིན་ཏུ་དྲགས་གྱུར་ན
shin tu dri	ཤིན་ཏུ་དྲི
shin tu dri bzang	ཤིན་ཏུ་དྲི་བཟང
shin tu dri med	ཤིན་ཏུ་དྲི་མེད
shin tu dri med ~~	ཤིན་ཏུ་དྲི་མེད་⟨~~⟩
shin tu dri zhim pa	ཤིན་ཏུ་དྲི་ཞིམ་པ
shin tu drod chung	ཤིན་ཏུ་དྲོད་ཆུང
shin tu dul ba	ཤིན་ཏུ་དུལ་བ
shin tu g-yo	ཤིན་ཏུ་⟨g-yo⟩
shin tu gcod	ཤིན་ཏུ་གཅོད
shin tu gcod pa	ཤིན་ཏུ་གཅོད་པ
shin tu gdung ba	ཤིན་ཏུ་གདུང་བ
shin tu gdungs gyur	ཤིན་ཏུ་གདུངས་གྱུར
shin tu gnas pa	ཤིན་ཏུ་གནས་པ
shin tu gnon pa	ཤིན་ཏུ་གནོན་པ
shin tu grags pa	ཤིན་ཏུ་གྲགས་པ
shin tu grang ba	ཤིན་ཏུ་གྲང་བ
shin tu gso dka'	ཤིན་ཏུ་གསོ་དཀའ
shin tu gti mug	ཤིན་ཏུ་གཏི་མུག
shin tu gtsang mar byas la	ཤིན་ཏུ་གཙང་མར་བྱས་ལ
shin tu gtum po	ཤིན་ཏུ་གཏུམ་པོ
shin tu gya nom pa	ཤིན་ཏུ་གྱ་ནོམ་པ
shin tu gyur pa	ཤིན་ཏུ་གྱུར་པ
shin tu gzhol ba	ཤིན་ཏུ་གཞོལ་བ
shin tu gzhon mdog can	ཤིན་ཏུ་གཞོན་མདོག་ཅན
shin tu gzhon pa nyid	ཤིན་ཏུ་གཞོན་པ་ཉིད
shin tu gzhung	ཤིན་ཏུ་གཞུང
shin tu gzi brjid dang ldan pa	ཤིན་ཏུ་གཟི་བརྗིད་དང་ལྡན་པ
shin tu khengs pa	ཤིན་ཏུ་ཁེངས་པ
shin tu khro	ཤིན་ཏུ་ཁྲོ
shin tu legs brdungs pa	ཤིན་ཏུ་ལེགས་བརྡུངས་པ
shin tu legs par ma rtogs pa'i chos	ཤིན་ཏུ་ལེགས་པར་མ་རྟོགས་པའི་ཆོས
shin tu lha	ཤིན་ཏུ་ལྷ
shin tu lkog gyur	ཤིན་ཏུ་ལྐོག་གྱུར
shin tu lus bskrus	ཤིན་ཏུ་ལུས་བསྐྲུས
shin tu ma rung 'gyur	ཤིན་ཏུ་མ་རུང་འགྱུར
shin tu ma zhum pa	ཤིན་ཏུ་མ་ཞུམ་པ
shin tu mang ba	ཤིན་ཏུ་མང་བ
shin tu mdangs dang ldan pa	ཤིན་ཏུ་མདངས་དང་ལྡན་པ
shin tu mdza' ba	ཤིན་ཏུ་མཛའ་བ
shin tu mdzes	ཤིན་ཏུ་མཛེས
shin tu mdzes pa lags	ཤིན་ཏུ་མཛེས་པ་ལགས
shin tu mi dga' ba ste	ཤིན་ཏུ་མི་དགའ་བ་སྟེ
shin tu mi phyogs par	ཤིན་ཏུ་མི་ཕྱོགས་པར
shin tu mi ring bar	ཤིན་ཏུ་མི་རིང་བར
shin tu mnar ba	ཤིན་ཏུ་མནར་བ
shin tu mnyen	ཤིན་ཏུ་མཉེན
shin tu mos pa	ཤིན་ཏུ་མོས་པ
shin tu mthar thug	ཤིན་ཏུ་མཐར་ཐུག
shin tu mtho ba	ཤིན་ཏུ་མཐོ་བ
shin tu mthong	ཤིན་ཏུ་མཐོང
shin tu mya ngan	ཤིན་ཏུ་མྱ་ངན
shin tu myur bar 'jug pa	ཤིན་ཏུ་མྱུར་བར་འཇུག་པ
shin tu myur min	ཤིན་ཏུ་མྱུར་མིན
shin tu na	ཤིན་ཏུ་ན
shin tu ngal zhing rab tu ngal	ཤིན་ཏུ་ངལ་ཞིང་རབ་ཏུ་ངལ
shin tu ngan pa	ཤིན་ཏུ་ངན་པ
shin tu nges pa	ཤིན་ཏུ་ངེས་པ
shin tu ni gze	ཤིན་ཏུ་ནི་གཟེ
shin tu nus pa'i cha	ཤིན་ཏུ་ནུས་པའི་ཆ
shin tu nye	ཤིན་ཏུ་ཉེ
shin tu nye bar gyur pa	ཤིན་ཏུ་ཉེ་བར་གྱུར་པ
shin tu nyung	ཤིན་ཏུ་ཉུང
shin tu phangs	ཤིན་ཏུ་ཕངས
shin tu phra ba'i rdul	ཤིན་ཏུ་ཕྲ་བའི་རྡུལ
shin tu phra bas phra gyur	ཤིན་ཏུ་ཕྲ་བས་ཕྲ་གྱུར
shin tu phra mo	ཤིན་ཏུ་ཕྲ་མོ
shin tu phyin pa	ཤིན་ཏུ་ཕྱིན་པ
shin tu rab gsal	ཤིན་ཏུ་རབ་གསལ
shin tu rangs pa	ཤིན་ཏུ་རངས་པ
shin tu rdzogs bya	ཤིན་ཏུ་རྫོགས་བྱ
shin tu rgan pa	ཤིན་ཏུ་རྒན་པ
shin tu rgol ba	ཤིན་ཏུ་རྒོལ་བ
shin tu rgya che ba	ཤིན་ཏུ་རྒྱ་ཆེ་བ
shin tu rgya cher	ཤིན་ཏུ་རྒྱ་ཆེར
shin tu rgyas pa	ཤིན་ཏུ་རྒྱས་པ
shin tu ri mo	ཤིན་ཏུ་རི་མོ
shin tu ring	ཤིན་ཏུ་རིང
shin tu ring nas	ཤིན་ཏུ་རིང་ནས
shin tu rlung bskyed	ཤིན་ཏུ་རླུང་བསྐྱེད
shin tu rmad byung	ཤིན་ཏུ་རྨད་བྱུང
shin tu rmar mi gnod pa	ཤིན་ཏུ་རྨར་མི་གནོད་པ
shin tu rnam 'byes	ཤིན་ཏུ་རྣམ་འབྱེས
shin tu rnam par dag	ཤིན་ཏུ་རྣམ་པར་དག
shin tu rnam par grol ba	ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ
shin tu rnam par phye ba	ཤིན་ཏུ་རྣམ་པར་ཕྱེ་བ
shin tu rno	ཤིན་ཏུ་རྣོ
shin tu rno ba	ཤིན་ཏུ་རྣོ་བ
shin tu rnyed sla ba	ཤིན་ཏུ་རྙེད་སླ་བ
shin tu rten pa	ཤིན་ཏུ་རྟེན་པ
shin tu rtogs pa	ཤིན་ཏུ་རྟོགས་པ
shin tu rtsings pa	ཤིན་ཏུ་རྩིངས་པ
shin tu rtsub pa	ཤིན་ཏུ་རྩུབ་པ
shin tu rtul phod pa	ཤིན་ཏུ་རྟུལ་ཕོད་པ
shin tu sbyang ba byas pa'i ting nge 'dzin	ཤིན་ཏུ་སྦྱང་བ་བྱས་པའི་ཏིང་ངེ་འཛིན
shin tu sbyang dka' ba	ཤིན་ཏུ་སྦྱང་དཀའ་བ
shin tu sbyangs pa che	ཤིན་ཏུ་སྦྱངས་པ་ཆེ
shin tu sbyangs pa'i gser gyi gzugs lta bu	ཤིན་ཏུ་སྦྱངས་པའི་གསེར་གྱི་གཟུགས་ལྟ་བུ
shin tu sbyor ba	ཤིན་ཏུ་སྦྱོར་བ
shin tu sdig pa byed pa	ཤིན་ཏུ་སྡིག་པ་བྱེད་པ
shin tu sdug bsngal 'gyur	ཤིན་ཏུ་སྡུག་བསྔལ་འགྱུར
shin tu sdug po	ཤིན་ཏུ་སྡུག་པོ
shin tu sems	ཤིན་ཏུ་སེམས
shin tu shas che bdag nyid kun	ཤིན་ཏུ་ཤས་ཆེ་བདག་ཉིད་ཀུན
shin tu skrag nas	ཤིན་ཏུ་སྐྲག་ནས
shin tu skyengs	ཤིན་ཏུ་སྐྱེངས
shin tu slongs pa yin	ཤིན་ཏུ་སློངས་པ་ཡིན
shin tu smre sngags	ཤིན་ཏུ་སྨྲེ་སྔགས
shin tu sna tshogs pa	ཤིན་ཏུ་སྣ་ཚོགས་པ
shin tu snga ba	ཤིན་ཏུ་སྔ་བ
shin tu snga ma zhig na	ཤིན་ཏུ་སྔ་མ་ཞིག་ན
shin tu snum min	ཤིན་ཏུ་སྣུམ་མིན
shin tu snyan	ཤིན་ཏུ་སྙན
shin tu sprul ba byed	ཤིན་ཏུ་སྤྲུལ་བ་བྱེད
shin tu spyangs pa byas pa	ཤིན་ཏུ་སྤྱངས་པ་བྱས་པ
shin tu spyangs pa'i lam	ཤིན་ཏུ་སྤྱངས་པའི་ལམ
shin tu stobs	ཤིན་ཏུ་སྟོབས
shin tu ston pa	ཤིན་ཏུ་སྟོན་པ
shin tu thugs gzhungs (pa)	ཤིན་ཏུ་ཐུགས་གཞུངས་⟨(pa)⟩
shin tu thung	ཤིན་ཏུ་ཐུང
shin tu tsha grang min	ཤིན་ཏུ་ཚ་གྲང་མིན
shin tu tshar bcad nas	ཤིན་ཏུ་ཚར་བཅད་ནས
shin tu tshil ches me rlung sel	ཤིན་ཏུ་ཚིལ་ཆེས་མེ་རླུང་སེལ
shin tu tshogs pa	ཤིན་ཏུ་ཚོགས་པ
shin tu yangs	ཤིན་ཏུ་ཡངས
shin tu yun ring	ཤིན་ཏུ་ཡུན་རིང
shin tu yun ring 'tsho ba	ཤིན་ཏུ་ཡུན་རིང་འཚོ་བ
shin tu yun ring lon nas	ཤིན་ཏུ་ཡུན་རིང་ལོན་ནས
shin tu zab mo dang ldan	ཤིན་ཏུ་ཟབ་མོ་དང་ལྡན
shin tu zhi	ཤིན་ཏུ་ཞི
shin tu … rgyas min par	ཤིན་ཏུ་རྒྱས་མིན་པར
shin tu'i don	ཤིན་ཏུའི་དོན
shing 'bras mo	ཤིང་འབྲས་མོ
shing 'joms	ཤིང་འཇོམས
shing 'ong	ཤིང་འོང
shing a mra'i 'bras bu	ཤིང་ཨ་མྲའི་འབྲས་བུ
shing aa ti muk ta	ཤིང་ཨ་ཏི་མུཀ་ཏ
shing au dum wa ra	ཤིང་ཨཽ་དུམ་ཝ་ར
shing bal ltar	ཤིང་བལ་ལྟར
shing bcad pa	ཤིང་བཅད་པ
shing bkru =shi gru	ཤིང་བཀྲུ་⟨=shi⟩་གྲུ
shing bsregs	ཤིང་བསྲེགས
shing bu	ཤིང་བུ
shing bzhin du	ཤིང་བཞིན་དུ
shing bzo	ཤིང་བཟོ
shing bzo bas grub pa thob pa('i gtam rgyud)	ཤིང་བཟོ་བས་གྲུབ་པ་ཐོབ་⟨pa('i⟩་གཏམ་⟨rgyud)⟩
shing chen	ཤིང་ཆེན
shing dang shing gel pa dang lcug ma gyes pa med pa'i tshig	ཤིང་དང་ཤིང་གེལ་པ་དང་ལྕུག་མ་གྱེས་པ་མེད་པའི་ཚིག
shing dbye	ཤིང་དབྱེ
shing dpag bsam	ཤིང་དཔག་བསམ
shing gel	ཤིང་གེལ
shing gel pa	ཤིང་གེལ་པ
shing gi lcug ma	ཤིང་གི་ལྕུག་མ
shing gi nad	ཤིང་གི་ནད
shing gi rang bzhin	ཤིང་གི་རང་བཞིན
shing gi rgyal po'i drung du 'dug ste	ཤིང་གི་རྒྱལ་པོའི་དྲུང་དུ་འདུག་སྟེ
shing gi rtsa ba	ཤིང་གི་རྩ་བ
shing gi tog rtse	ཤིང་གི་ཏོག་རྩེ
shing gshog mkhan	ཤིང་གཤོག་མཁན
shing ka pit tha	ཤིང་ཀ་པིཏ་ཐ
shing khebs	ཤིང་ཁེབས
shing ko ki lAkSha	ཤིང་ཀོ་ཀི་ལཱཀྵ
shing kun	ཤིང་ཀུན
shing kun 'dab	ཤིང་ཀུན་འདབ
shing la za ba	ཤིང་ལ་ཟ་བ
shing las bgyis pa	ཤིང་ལས་བགྱིས་པ
shing ljon	ཤིང་ལྗོན
shing mkhan	ཤིང་མཁན
shing mngar ldan pa	ཤིང་མངར་ལྡན་པ
shing mngar lo ma	ཤིང་མངར་ལོ་མ
shing mya ngan med	ཤིང་མྱ་ངན་མེད
shing nags	ཤིང་ནགས
shing ni khur ba	ཤིང་ནི་ཁུར་བ
shing phreng	ཤིང་ཕྲེང
shing rta 'khrim pa	ཤིང་རྟ་འཁྲིམ་པ
shing rta bcu pa	ཤིང་རྟ་བཅུ་པ
shing rta bshad pa	ཤིང་རྟ་བཤད་པ
shing rta byed	ཤིང་རྟ་བྱེད
shing rta chen po	ཤིང་རྟ་ཆེན་པོ
shing rta chen po'i sde	ཤིང་རྟ་ཆེན་པོའི་སྡེ
shing rta sdu gu can	ཤིང་རྟ་སྡུ་གུ་ཅན
shing rta sna tshogs	ཤིང་རྟ་སྣ་ཚོགས
shing rta sna tshogs pa	ཤིང་རྟ་སྣ་ཚོགས་པ
shing rta sra ba	ཤིང་རྟ་སྲ་བ
shing rta'i 'phang lo tsam	ཤིང་རྟའི་འཕང་ལོ་ཙམ
shing rta'i kha lo pa	ཤིང་རྟའི་ཁ་ལོ་པ
shing rta'i rta mig	ཤིང་རྟའི་རྟ་མིག
shing rta'i sde	ཤིང་རྟའི་སྡེ
shing rta'i sgra	ཤིང་རྟའི་སྒྲ
shing rta'i shing	ཤིང་རྟའི་ཤིང
shing rta'i srog shing tsam gyi rgyun	ཤིང་རྟའི་སྲོག་ཤིང་ཙམ་གྱི་རྒྱུན
shing rta'i srol 'byed	ཤིང་རྟའི་སྲོལ་འབྱེད
shing rta'i yan lag	ཤིང་རྟའི་ཡན་ལག
shing rtse	ཤིང་རྩེ
shing rul ba lta bur gyur pa	ཤིང་རུལ་བ་ལྟ་བུར་གྱུར་པ
shing sa la'i rgyal po	ཤིང་ས་ལའི་རྒྱལ་པོ
shing sgrogs	ཤིང་སྒྲོགས
shing sha la chen po lta bu	ཤིང་ཤ་ལ་ཆེན་པོ་ལྟ་བུ
shing sha pa	ཤིང་ཤ་པ
shing shi lu	ཤིང་ཤི་ལུ
shing shun can	ཤིང་ཤུན་ཅན
shing shun ldan	ཤིང་ཤུན་ལྡན
shing skya nar	ཤིང་སྐྱ་ནར
shing skyes	ཤིང་སྐྱེས
shing snyam	ཤིང་སྙམ
shing ta la'i phreng ba	ཤིང་ཏ་ལའི་ཕྲེང་བ
shing thags can	ཤིང་ཐགས་ཅན
shing thog med	ཤིང་ཐོག་མེད
shing thun	ཤིང་ཐུན
shing ti ka ka	ཤིང་ཏི་ཀ་ཀ
shing tog bilva	ཤིང་ཏོག་⟨bilva⟩
shing tsha	ཤིང་ཚ
shing tshad	ཤིང་ཚད
shing tsher 'bras can	ཤིང་ཚེར་འབྲས་ཅན
shing za bzong	ཤིང་ཟ་བཟོང
shis brjod	ཤིས་བརྗོད
shis brjod nyan	ཤིས་བརྗོད་ཉན
shis ldan	ཤིས་ལྡན
shis pa	ཤིས་པ
shis pa'i tshig	ཤིས་པའི་ཚིག
shis pa(r) brjod pa	ཤིས་⟨pa(r)⟩་བརྗོད་པ
shis par brjod pa	ཤིས་པར་བརྗོད་པ
shlo ka brgya lobs pa	ཤློ་ཀ་བརྒྱ་ལོབས་པ
sho Na ka	ཤོ་ཎ་ཀ
sho byed	ཤོ་བྱེད
sho gam pa	ཤོ་གམ་པ
sho lam lhag po	ཤོ་ལམ་ལྷག་པོ
sho lo ka	ཤོ་ལོ་ཀ
sho rgyal po	ཤོ་རྒྱལ་པོ
